source,context,en_raw,zh_raw,en_norm,zh_norm
MC-601,G.5.2.2,Test temperature (C) ............................................ :,試驗溫度(C):,Test temperature (C) :,試驗溫度(C):
MC-601,G.5.2.3,Wound components supplied from the mains,自主電源系統供電之繞線式組件,Wound components supplied from the mains,自主電源系統供電之繞線式組件
MC-601,G.5.2.4,No insulation breakdown,不得有絕緣崩潰,No insulation breakdown,不得有絕緣崩潰
MC-601,G.5.3,Transformers,變壓器,Transformers,變壓器
MC-601,G.5.3.1,Compliance method ............................................... :,符合方法:,Compliance method :,符合方法:
MC-601,G.5.3.1,Position .................................................................. :,位置:,Position :,位置:
MC-601,G.5.3.1,Method of protection .............................................. :,保護方法:,Method of protection :,保護方法:
MC-601,G.5.3.2,Insulation,絕緣,Insulation,絕緣
MC-601,G.5.3.2,Protection from displacement of windings ............. :,防止繞組部件位移:,Protection from displacement of windings :,防止繞組部件位移:
MC-601,G.5.3.3,Transformer overload tests,變壓器過載試驗,Transformer overload tests,變壓器過載試驗
MC-601,G.5.3.3.1,Test conditions,試驗條件,Test conditions,試驗條件
MC-601,G.5.3.3.2,Winding temperatures,繞組溫度,Winding temperatures,繞組溫度
MC-601,G.5.3.3.3,Winding temperatures - alternative test method,繞組溫度-替代試驗方法,Winding temperatures - alternative test method,繞組溫度-替代試驗方法
MC-601,G.5.3.4,Transformers using FIW,使用完全絕緣繞組線(FIW)之變壓器,Transformers using FIW,使用完全絕緣繞組線(FIW)之變壓器
MC-601,G.5.3.4.1,General,一般,General,一般
MC-601,G.5.3.4.1,FIW wire nominal diameter .................................... :,FIW 線標稱直徑:,FIW wire nominal diameter :,FIW 線標稱直徑:
MC-601,G.5.3.4.2,Transformers with basic insulation only,僅具有基本絕緣的變壓器,Transformers with basic insulation only,僅具有基本絕緣的變壓器
MC-601,G.5.3.4.3,Transformers with double insulation or reinforced insulation ................................................................ :,具有雙重絕緣或強化絕緣之變壓器,Transformers with double insulation or reinforced insulation :,具有雙重絕緣或強化絕緣之變壓器
MC-601,G.5.3.4.4,Transformers with FIW wound on metal or ferrite core,FIW 纏繞在金屬或鐵心上之變壓器,Transformers with FIW wound on metal or ferrite core,FIW 纏繞在金屬或鐵心上之變壓器
MC-601,G.5.3.4.5,Thermal cycling test and compliance,熱循環試驗及符合性,Thermal cycling test and compliance,熱循環試驗及符合性
MC-601,G.5.3.4.6,Partial discharge test,局部放電試驗,Partial discharge test,局部放電試驗
MC-601,G.5.3.4.7,Routine test,例行試驗,Routine test,例行試驗
MC-601,G.5.4,Motors,電動機,Motors,電動機
MC-601,G.5.4.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.5.4.2,Motor overload test conditions,電動機過載試驗條件,Motor overload test conditions,電動機過載試驗條件
MC-601,G.5.4.3,Running overload test,運轉過載試驗,Running overload test,運轉過載試驗
MC-601,G.5.4.4.2,Locked-rotor overload test,鎖定轉子過載試驗,Locked-rotor overload test,鎖定轉子過載試驗
MC-601,G.5.4.4.2,Test duration (days) .............................................. :,試驗期間時間(天) :,Test duration (days) :,試驗期間時間(天) :
MC-601,G.5.4.5,Running overload test for DC motors,直流電動機之運轉過載試驗,Running overload test for DC motors,直流電動機之運轉過載試驗
MC-601,G.5.4.5.2,Tested in the unit,在裝置中試驗,Tested in the unit,在裝置中試驗
MC-601,G.5.4.5.3,Alternative method,替代方法,Alternative method,替代方法
MC-601,G.5.4.6,Locked-rotor overload test for DC motors,直流電動機之鎖定轉子過載試驗,Locked-rotor overload test for DC motors,直流電動機之鎖定轉子過載試驗
MC-601,G.5.4.6.2,Tested in the unit,在裝置中試驗,Tested in the unit,在裝置中試驗
MC-601,G.5.4.6.2,Maximum Temperature ........................................ :,最高溫度:,Maximum Temperature :,最高溫度:
MC-601,G.5.4.6.3,Alternative method,替代方法,Alternative method,替代方法
MC-601,G.5.4.7,Motors with capacitors,具電容器之電動機,Motors with capacitors,具電容器之電動機
MC-601,G.5.4.8,Three-phase motors,三相電動機,Three-phase motors,三相電動機
MC-601,G.5.4.9,Series motors,串激電動機,Series motors,串激電動機
MC-601,G.5.4.9,Operating voltage ................................................. :,額定電壓:,Operating voltage :,額定電壓:
MC-601,G.6,Wire Insulation,線材絕緣,Wire Insulation,線材絕緣
MC-601,G.6.1,General,一般,General,一般
MC-601,G.6.2,Enamelled winding wire insulation,繞組漆包線絕緣,Enamelled winding wire insulation,繞組漆包線絕緣
MC-601,G.7,Mains supply cords,主電源系統電源線,Mains supply cords,主電源系統電源線
MC-601,G.7.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.7.1,Type ....................................................................... :,類型:,Type :,類型:
MC-601,G.7.2,Cross sectional area (mm2 or AWG) ..................... :,截面積(mm2或AWG):,Cross sectional area (mm2 or AWG) :,截面積(mm2或AWG):
MC-601,G.7.3,Cord anchorages and strain relief for non- detachable power supply cords,不可分離式電源線之電線固定座及抗拉力,Cord anchorages and strain relief for non- detachable power supply cords,不可分離式電源線之電線固定座及抗拉力
MC-601,G.7.3.2,Cord strain relief,電線抗拉力,Cord strain relief,電線抗拉力
MC-601,G.7.3.2.1,Requirements,要求,Requirements,要求
MC-601,G.7.3.2.1,Strain relief test force (N) ....................................... :,電線或電纜之線性力(N):,Strain relief test force (N) :,電線或電纜之線性力(N):
MC-601,G.7.3.2.2,Strain relief mechanism failure,抗拉力機制之失效,Strain relief mechanism failure,抗拉力機制之失效
MC-601,G.7.3.2.3,"Cord sheath or jacket position, distance (mm) ...... :","電線披覆或護套之位置, 距離(mm)","Cord sheath or jacket position, distance (mm) :","電線披覆或護套之位置, 距離(mm)"
MC-601,G.7.3.2.4,Strain relief and cord anchorage material,抗拉力機制與電線固定座材料,Strain relief and cord anchorage material,抗拉力機制與電線固定座材料
MC-601,G.7.4,Cord Entry,電線入口,Cord Entry,電線入口
MC-601,G.7.5,Non-detachable cord bend protection,不可分離式電線彎曲保護,Non-detachable cord bend protection,不可分離式電線彎曲保護
MC-601,G.7.5.1,Requirements,要求,Requirements,要求
MC-601,G.7.5.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
MC-601,G.7.5.2,"Overall diameter or minor overall dimension, D (mm) ....................................................................... :","整體直徑或小整體尺寸, D (mm):","Overall diameter or minor overall dimension, D (mm) :","整體直徑或小整體尺寸, D (mm):"
MC-601,G.7.5.2,Radius of curvature after test (mm) ....................... :,試驗後曲率半徑(mm):,Radius of curvature after test (mm) :,試驗後曲率半徑(mm):
MC-601,G.7.6,Supply wiring space,電源配線空間,Supply wiring space,電源配線空間
MC-601,G.7.6.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.7.6.2,Stranded wire,絞線,Stranded wire,絞線
MC-601,G.7.6.2.1,Requirements,要求,Requirements,要求
MC-601,G.7.6.2.2,Test with 8 mm strand,使用8 mm絞線進行試驗,Test with 8 mm strand,使用8 mm絞線進行試驗
MC-601,G.8,Varistors,變阻器,Varistors,變阻器
MC-601,G.8.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.8.2,Safeguards against fire,對火焰之安全防護,Safeguards against fire,對火焰之安全防護
MC-601,G.8.2.1,General,一般,General,一般
MC-601,G.8.2.2,Varistor overload test,變阻器過載試驗,Varistor overload test,變阻器過載試驗
MC-601,G.8.2.3,Temporary overvoltage test,暫時過電壓試驗,Temporary overvoltage test,暫時過電壓試驗
MC-601,G.9,Integrated circuit (IC) current limiters,積體電路(IC)電流限制器,Integrated circuit (IC) current limiters,積體電路(IC)電流限制器
MC-601,G.9.1,Requirements,要求,Requirements,要求
MC-601,G.9.1,IC limiter output current (max. 5A)......................... :,IC限制器輸出電流(最大5A):,IC limiter output current (max. 5A) :,IC限制器輸出電流(最大5A):
MC-601,G.9.1,Manufacturers’ defined drift .................................. :,製造商定義的漂移:,Manufacturers’ defined drift :,製造商定義的漂移:
MC-601,G.9.2,Test Program,試驗程序,Test Program,試驗程序
MC-601,G.9.3,Compliance,符合性,Compliance,符合性
MC-601,G.10,Resistors,電阻,Resistors,電阻
MC-601,G.10.1,General,一般,General,一般
MC-601,G.10.2,Conditioning,預處理,Conditioning,預處理
MC-601,G.10.3,Resistor test,電阻試驗,Resistor test,電阻試驗
MC-601,G.10.4,Voltage surge test,電壓突波試驗,Voltage surge test,電壓突波試驗
MC-601,G.10.5,Impulse test,脈衝試驗,Impulse test,脈衝試驗
MC-601,G.10.6,Overload test,過載試驗,Overload test,過載試驗
MC-601,G.11,Capacitors and RC units,電容器和RC單元,Capacitors and RC units,電容器和RC單元
MC-601,G.11.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.11.2,Conditioning of capacitors and RC units,電容器和RC單元的預處理,Conditioning of capacitors and RC units,電容器和RC單元的預處理
MC-601,G.11.3,Rules for selecting capacitors,選擇電容器的規則,Rules for selecting capacitors,選擇電容器的規則
MC-601,G.12,Optocouplers,光耦合器,Optocouplers,光耦合器
MC-601,G.12,Optocouplers comply with IEC 60747-5-5 with specifics,光耦合器符合IEC 60747-5-5之規定,Optocouplers comply with IEC 60747-5-5 with specifics,光耦合器符合IEC 60747-5-5之規定
MC-601,G.12,"Type test voltage V ............................................ : ini,a","型式試驗電壓Vini,a:","Type test voltage V : ini,a","型式試驗電壓Vini,a:"
MC-601,G.12,"Routine test voltage, V ...................................... : ini, b","例行試驗電壓, Vini,b:","Routine test voltage, V : ini, b","例行試驗電壓, Vini,b:"
MC-601,G.13,Printed boards,印刷電路板,Printed boards,印刷電路板
MC-601,G.13.1,General requirements,一般要求,General requirements,一般要求
MC-601,G.13.2,Uncoated printed boards,無塗裝之印刷電路板,Uncoated printed boards,無塗裝之印刷電路板
MC-601,G.13.3,Coated printed boards,塗裝之印刷電路板,Coated printed boards,塗裝之印刷電路板
MC-601,G.13.4,Insulation between conductors on the same inner surface,在相同內層表面之導體間絕緣,Insulation between conductors on the same inner surface,在相同內層表面之導體間絕緣
MC-601,G.13.5,Insulation between conductors on different surfaces,在不同表面上導體間之絕緣,Insulation between conductors on different surfaces,在不同表面上導體間之絕緣
MC-601,G.13.5,Distance through insulation ................................... :,最小絕緣厚度:,Distance through insulation :,最小絕緣厚度:
MC-601,G.13.5,Number of insulation layers (pcs) ......................... :,絕緣層數量:,Number of insulation layers (pcs) :,絕緣層數量:
MC-601,G.13.6,Tests on coated printed boards,塗裝印刷電路板上之試驗,Tests on coated printed boards,塗裝印刷電路板上之試驗
MC-601,G.13.6.1,Sample preparation and preliminary inspection,準備樣品及初步檢驗,Sample preparation and preliminary inspection,準備樣品及初步檢驗
MC-601,G.13.6.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
MC-601,G.14,Coating on components terminals,組件端子上之塗裝,Coating on components terminals,組件端子上之塗裝
MC-601,G.14.1,Requirements ....................................................... :,要求:,Requirements :,要求:
MC-601,G.15,Pressurized liquid filled components,加壓液體充填組件,Pressurized liquid filled components,加壓液體充填組件
MC-601,G.15.1,Requirements,要求,Requirements,要求
MC-601,G.15.2,Test methods and compliance,試驗方法和符合性,Test methods and compliance,試驗方法和符合性
MC-601,G.15.2.1,Hydrostatic pressure test,靜液壓試驗,Hydrostatic pressure test,靜液壓試驗
MC-601,G.15.2.2,Creep resistance test,抗潛變試驗,Creep resistance test,抗潛變試驗
MC-601,G.15.2.3,Tubing and fittings compatibility test,導管及配件的相容性試驗,Tubing and fittings compatibility test,導管及配件的相容性試驗
MC-601,G.15.2.4,Vibration test,振動試驗,Vibration test,振動試驗
MC-601,G.15.2.5,Thermal cycling test,熱循環試驗,Thermal cycling test,熱循環試驗
MC-601,G.15.2.6,Force test,施力試驗,Force test,施力試驗
MC-601,G.15.3,Compliance,符合性,Compliance,符合性
MC-601,G.16,IC including capacitor discharge function (ICX),包含電容器放電功能之IC (ICX),IC including capacitor discharge function (ICX),包含電容器放電功能之IC (ICX)
MC-601,G.16.1,Condition for fault tested is not required,不需進行故障試驗的條件,Condition for fault tested is not required,不需進行故障試驗的條件
MC-601,G.16.1,ICX with associated circuitry tested in equipment,ICX與設備中試驗的關聯電路,ICX with associated circuitry tested in equipment,ICX與設備中試驗的關聯電路
MC-601,G.16.1,ICX tested separately,ICX單獨試驗,ICX tested separately,ICX單獨試驗
MC-601,G.16.2,Tests,試驗,Tests,試驗
MC-601,G.16.2,Smallest capacitance and smallest resistance specified by ICX manufacturer for impulse test ..... :,ICX 製造商為脈衝試驗指定的最小電容和最小電阻:,Smallest capacitance and smallest resistance specified by ICX manufacturer for impulse test :,ICX 製造商為脈衝試驗指定的最小電容和最小電阻:
MC-601,G.16.2,Mains voltage that impulses to be superimposed on ............................................................................... :,疊加脈衝在主電源電壓上:,Mains voltage that impulses to be superimposed on :,疊加脈衝在主電源電壓上:
MC-601,G.16.2,Largest capacitance and smallest resistance for ICX tested by itself for 10000 cycles test .............. :,ICX的最大電容和最小的電阻自行試驗 10000次循環試驗:,Largest capacitance and smallest resistance for ICX tested by itself for 10000 cycles test :,ICX的最大電容和最小的電阻自行試驗 10000次循環試驗:
MC-601,G.16.3,Capacitor discharge test ........................................ :,電容器放電試驗:,Capacitor discharge test :,電容器放電試驗:
MC-601,H,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則
MC-601,H.1,General,一般,General,一般
MC-601,H.2,Method A,方法A,Method A,方法A
MC-601,H.3,Method B,方法B,Method B,方法B
MC-601,H.3.1,Ringing signal,振鈴信號,Ringing signal,振鈴信號
MC-601,H.3.1.1,Frequency (Hz) ..................................................... :,頻率(Hz) :,Frequency (Hz) :,頻率(Hz) :
MC-601,H.3.1.2,Voltage (V) ............................................................ :,電壓(V) :,Voltage (V) :,電壓(V) :
MC-601,H.3.1.3,Cadence; time (s) and voltage (V) ........................ :,間歇震鈴;時間與電壓(V) :,Cadence; time (s) and voltage (V) :,間歇震鈴;時間與電壓(V) :
MC-601,H.3.1.4,Single fault current (mA): ....................................... :,單一故障電流(mA):,Single fault current (mA): :,單一故障電流(mA):
MC-601,H.3.2,Tripping device and monitoring voltage,跳脫裝置和監視電壓,Tripping device and monitoring voltage,跳脫裝置和監視電壓
MC-601,H.3.2.1,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件
MC-601,H.3.2.2,Tripping device,跳脫裝置,Tripping device,跳脫裝置
MC-601,H.3.2.3,Monitoring voltage (V)............................................ :,監視電壓(V):,Monitoring voltage (V) :,監視電壓(V):
MC-601,J,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED INSULATION,無套絕緣套管之絕緣繞線,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED INSULATION,無套絕緣套管之絕緣繞線
MC-601,J.1,General,一般,General,一般
MC-601,J.1,Winding wire insulation .......................................... :,纏繞線絕緣:,Winding wire insulation :,纏繞線絕緣:
MC-601,J.1,"Solid round winding wire, diameter (mm) .............. :","實心圓形繞組線,直徑(mm):","Solid round winding wire, diameter (mm) :","實心圓形繞組線,直徑(mm):"
MC-601,J.1,"Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) .............. :","實心方形及實心矩形(扁平彎曲)繞線,橫截面面積(mm2):","Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) :","實心方形及實心矩形(扁平彎曲)繞線,橫截面面積(mm2):"
MC-601,J.1,Tests and Manufacturing,試驗和製造,Tests and Manufacturing,試驗和製造
MC-601,K,SAFETY INTERLOCKS,安全互鎖,SAFETY INTERLOCKS,安全互鎖
MC-601,K.1,General requirements,一般要求,General requirements,一般要求
MC-601,K.1,Instructional safeguard .......................................... :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
MC-601,K.2,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件
MC-601,K.3,Inadvertent change of operating mode,操作模式之不慎改變,Inadvertent change of operating mode,操作模式之不慎改變
MC-601,K.4,Interlock safeguard override,互鎖安全防護之解除,Interlock safeguard override,互鎖安全防護之解除
MC-601,K.5,Fail-safe,故障下之安全性,Fail-safe,故障下之安全性
MC-601,K.5.1,Under single fault condition,單一故障條件事件下,Under single fault condition,單一故障條件事件下
MC-601,K.6,Mechanically operated safety interlocks,機械操作式安全互鎖,Mechanically operated safety interlocks,機械操作式安全互鎖
MC-601,K.6.1,Endurance requirement,耐久性要求,Endurance requirement,耐久性要求
MC-601,K.6.2,Test method and compliance ................................ :,試驗方法及符合性:,Test method and compliance :,試驗方法及符合性:
MC-601,K.7,Interlock circuit isolation,互鎖電路隔離,Interlock circuit isolation,互鎖電路隔離
MC-601,K.7.1,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離
MC-601,K.7.1,"In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):","In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):"
MC-601,K.7.1,"In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):","In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):"
MC-601,K.7.1,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:
MC-601,K.7.2,"Overload test, Current (A) ..................................... :","過載試驗,電流(A):","Overload test, Current (A) :","過載試驗,電流(A):"
MC-601,K.7.3,Endurance test,耐久性試驗,Endurance test,耐久性試驗
MC-601,K.7.4,Electric strength test,耐電壓試驗,Electric strength test,耐電壓試驗
MC-601,L,DISCONNECT DEVICES,切離裝置,DISCONNECT DEVICES,切離裝置
MC-601,L.1,General requirements,一般要求,General requirements,一般要求
MC-601,L.2,Permanently connected equipment,永久連接的設備,Permanently connected equipment,永久連接的設備
MC-601,L.3,Parts that remain energized,殘留能量之部件,Parts that remain energized,殘留能量之部件
MC-601,L.4,Single-phase equipment,單相設備,Single-phase equipment,單相設備
MC-601,L.5,Three-phase equipment,三相設備,Three-phase equipment,三相設備
MC-601,L.6,Switches as disconnect devices,開關用作切離裝置,Switches as disconnect devices,開關用作切離裝置
MC-601,L.7,Plugs as disconnect devices,插頭用作切離裝置,Plugs as disconnect devices,插頭用作切離裝置
MC-601,L.8,Multiple power sources,多電源組,Multiple power sources,多電源組
MC-601,L.8,Instructional safeguard .......................................... :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
MC-601,M,EQUIPMENT CONTAINING BATTERIES AND THEIR PROTECTION CIRCUITS,設備包含電池及其保護電路,EQUIPMENT CONTAINING BATTERIES AND THEIR PROTECTION CIRCUITS,設備包含電池及其保護電路
MC-601,M.1,General requirements,一般要求,General requirements,一般要求
MC-601,M.2,Safety of batteries and their cells,電池及其電池的安全性,Safety of batteries and their cells,電池及其電池的安全性
MC-601,M.2.1,Batteries and their cells comply with relevant IEC,電池組及其單電池符合相關的IEC標準:,Batteries and their cells comply with relevant IEC,電池組及其單電池符合相關的IEC標準:
MC-601,M.3,Protection circuits for batteries provided within the equipment,提供於設備內之電池組保護電路,Protection circuits for batteries provided within the equipment,提供於設備內之電池組保護電路
MC-601,M.3.1,Requirements,要求,Requirements,要求
MC-601,M.3.2,Test method,試驗方法,Test method,試驗方法
MC-601,M.3.2,Overcharging of a rechargeable battery,充電電池之過充,Overcharging of a rechargeable battery,充電電池之過充
MC-601,M.3.2,Excessive discharging,過度放電,Excessive discharging,過度放電
MC-601,M.3.2,Unintentional charging of a non-rechargeable,不可充電電池之非預期充電,Unintentional charging of a non-rechargeable,不可充電電池之非預期充電
MC-601,M.3.2,Reverse charging of a rechargeable battery,可充電電池的逆向充電,Reverse charging of a rechargeable battery,可充電電池的逆向充電
MC-601,M.3.3,Compliance,符合性,Compliance,符合性
MC-601,M.4,Additional safeguards for equipment containing a portable secondary lithium,設備含有可攜式二次鋰電池之額外安全防護,Additional safeguards for equipment containing a portable secondary lithium,設備含有可攜式二次鋰電池之額外安全防護
MC-601,M.4.1,General,一般,General,一般
MC-601,M.4.2,Charging safeguards,充電安全防護,Charging safeguards,充電安全防護
MC-601,M.4.2.1,Requirements,要求,Requirements,要求
MC-601,M.4.2.2,Compliance ............................................................ :,符合性:,Compliance :,符合性:
MC-601,M.4.3,Fire enclosure ........................................................ :,防火機殼:,Fire enclosure :,防火機殼:
MC-601,M.4.4,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗
MC-601,M.4.4.2,Preparation and procedure for the drop test,落下試驗之準備及程序,Preparation and procedure for the drop test,落下試驗之準備及程序
MC-601,M.4.4.3,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):
MC-601,M.4.4.5,Charge / discharge cycle test,充電/放電循環試驗,Charge / discharge cycle test,充電/放電循環試驗
MC-601,M.4.4.6,Compliance,符合性,Compliance,符合性
MC-601,M.5,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險
MC-601,M.5.1,Requirement,要求,Requirement,要求
MC-601,M.5.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
MC-601,M.6,Safeguards against short-circuits,防止短路的安全措施,Safeguards against short-circuits,防止短路的安全措施
MC-601,M.6.1,External and internal faults,外部端子短路或內部安全防護故障,External and internal faults,外部端子短路或內部安全防護故障
MC-601,M.6.2,Compliance,符合性,Compliance,符合性
MC-601,M.7,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險
MC-601,M.7.1,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣
MC-601,M.7.1,Calculated hydrogen generation rate .................... :,計算出的氫氣產生速率:,Calculated hydrogen generation rate :,計算出的氫氣產生速率:
MC-601,M.7.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
MC-601,M.7.2,"Minimum air flow rate, Q (m3/h) ............................. :","最小氣流排氣率, Q (m3/h):","Minimum air flow rate, Q (m3/h) :","最小氣流排氣率, Q (m3/h):"
MC-601,M.7.3,Ventilation tests,排氣試驗,Ventilation tests,排氣試驗
MC-601,M.7.3.1,General,一般,General,一般
MC-601,M.7.3.2,Ventilation test – alternative 1,排氣試驗－方案1,Ventilation test – alternative 1,排氣試驗－方案1
MC-601,M.7.3.2,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
MC-601,M.7.3.3,Ventilation test – alternative 2,排氣試驗－方案2,Ventilation test – alternative 2,排氣試驗－方案2
MC-601,M.7.3.3,Obtained hydrogen generation rate ....................... :,取得氫氣產生速率:,Obtained hydrogen generation rate :,取得氫氣產生速率:
MC-601,M.7.3.4,Ventilation test – alternative 3,排氣試驗－方案3,Ventilation test – alternative 3,排氣試驗－方案3
MC-601,M.7.3.4,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
MC-601,M.7.4,Marking .................................................................. :,標示:,Marking :,標示:
MC-601,M.8,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護
MC-601,M.8.1,General,一般,General,一般
MC-601,M.8.2,Test method,試驗方法,Test method,試驗方法
MC-601,M.8.2.1,General,一般,General,一般
MC-601,M.8.2.2,Estimation of hypothetical volume V (m3/s) ......... : Z,估算假設體積VZ(m3/s):,Estimation of hypothetical volume V (m3/s) : Z,估算假設體積VZ(m3/s):
MC-601,M.8.2.3,Correction factors .................................................. :,修正係數:,Correction factors :,修正係數:
MC-601,M.8.2.4,Calculation of distance d (mm) ............................. :,距離計算d (mm) :,Calculation of distance d (mm) :,距離計算d (mm) :
MC-601,M.9,Preventing electrolyte spillage,預防電解液洩漏,Preventing electrolyte spillage,預防電解液洩漏
MC-601,M.9.1,Protection from electrolyte spillage,電解液洩漏之保護,Protection from electrolyte spillage,電解液洩漏之保護
MC-601,M.9.2,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤
MC-601,M.10,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明
MC-601,M.10,Instructional safeguard .......................................... :,指示型安全防護 :,Instructional safeguard :,指示型安全防護 :
MC-601,N,ELECTROCHEMICAL POTENTIALS,電化學電位表,ELECTROCHEMICAL POTENTIALS,電化學電位表
MC-601,N,Material(s) used ..................................................... :,使用的金屬:,Material(s) used :,使用的金屬:
MC-601,O,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測
MC-601,O,Value of X (mm) ..................................................... :,數值X (mm):,Value of X (mm) :,數值X (mm):
MC-601,P,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護
MC-601,P.1,General,一般,General,一般
MC-601,P.2,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護
MC-601,P.2.1,General,一般,General,一般
MC-601,P.2.2,Safeguards against entry of a foreign object,外物進入之安全防護,Safeguards against entry of a foreign object,外物進入之安全防護
MC-601,P.2.2,Location and Dimensions (mm) ............................ :,位置與大小(mm) :,Location and Dimensions (mm) :,位置與大小(mm) :
MC-601,P.2.3,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護
MC-601,P.2.3.1,Safeguard requirements,安全防護要求,Safeguard requirements,安全防護要求
MC-601,P.2.3.1,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備
MC-601,P.2.3.1,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:
MC-601,P.2.3.2,Consequence of entry test ..................................... :,進入後果試驗:,Consequence of entry test :,進入後果試驗:
MC-601,P.3,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防
MC-601,P.3.1,General,一般,General,一般
MC-601,P.3.2,Determination of spillage consequences,決定噴濺後果,Determination of spillage consequences,決定噴濺後果
MC-601,P.3.3,Spillage safeguards,噴濺安全防護,Spillage safeguards,噴濺安全防護
MC-601,P.3.4,Compliance,符合性,Compliance,符合性
MC-601,P.4,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件
MC-601,P.4.1,General,一般,General,一般
MC-601,P.4.2,Tests,試驗,Tests,試驗
MC-601,P.4.2,"Conditioning, T (°C) ............................................. : C","預處理,TC (°C):","Conditioning, T (°C) : C","預處理,TC (°C):"
